depmap_id,DASATINIB,OLAPARIB,IMATINIB,ERLOTINIB,FULVESTRANT,AFATINIB,BICALUTAMIDE,FTY-720,5-FLUOROURACIL,BELINOSTAT,PAZOPANIB,OXALIPLATIN,ALPELISIB,TAMOXIFEN,VINORELBINE,IBRUTINIB,RUXOLITINIB,TEMOZOLOMIDE,DABRAFENIB,DOXORUBICIN,ZOLEDRONATE,OSIMERTINIB,ALECTINIB,VINCRISTINE,CETUXIMAB,VINBLASTINE,TENIPOSIDE,TEMSIROLIMUS,TALAZOPARIB,IRINOTECAN,GEFITINIB,VORINOSTAT,CYCLOPHOSPHAMIDE,CRIZOTINIB,DOCETAXEL,SORAFENIB,AXITINIB,NILOTINIB,SUNITINIB,FLUDARABINE,TOPOTECAN,PONATINIB,MIDOSTAURIN,SN-38,BLEOMYCIN,GEMCITABINE,IDELALISIB,TRAMETINIB,LEFLUNOMIDE,ETOPOSIDE,PANOBINOSTAT,DACTINOMYCIN,CAMPTOTHECIN,CYTARABINE,MITOXANTRONE,PALBOCICLIB,CABOZANTINIB,METHOTREXATE,VENETOCLAX,PYRIMETHAMINE,LAPATINIB,CISPLATIN,BORTEZOMIB,TRETINOIN,PEMETREXED,LENALIDOMIDE,PACLITAXEL,MITOMYCIN-C,BEXAROTENE,CARMUSTINE,EPIRUBICIN
ACH-000305,0.37916,0.936395,0.090411,0.971791,0.964781,0.8563430000000001,0.8891319999999999,0.859876,0.579044,0.947995,0.817689,0.969403,0.980197,0.970366,0.92918,0.673365,0.822211,0.949517,0.988188,0.9822,0.915358,0.907946,0.98716,0.7836890000000001,0.334758,0.985015,0.813649,0.81462,0.976572,0.923912,0.969203,0.98716,0.98716,0.931299,0.98716,0.984127,0.971485,0.971177,0.956489,0.984356,0.98654,0.966142,0.955383,0.972506,0.98716,0.975467,0.5593130000000001,0.96532,0.989254,0.982222,0.753672,0.8249989999999999,0.978702,0.98713,0.96209,0.974415,0.950978,0.866434,0.594005,0.648831,0.98715,0.723188,0.772031,0.864964,0.990328,0.591251,0.512424,0.8144239999999999,0.981015,0.932585,0.923732
ACH-000308,0.8611129999999999,0.949928,0.6464770000000001,0.794582,0.979175,0.943427,0.873901,0.8496299999999999,0.907132,0.962721,0.667168,0.961552,0.95752,0.91608,0.97476,0.786449,0.783602,0.976247,-99999.0,0.952292,0.948751,0.928403,0.6837479999999999,0.926987,0.668533,0.926416,0.729294,0.865867,0.94529,0.940313,0.957995,0.979175,0.911444,0.907608,0.860786,0.814976,0.942347,-99999.0,0.975992,0.753317,0.933608,0.906083,0.929285,0.975356,0.951641,0.961735,0.717066,0.963238,0.972384,-99999.0,0.838775,0.972312,0.950467,0.8756309999999999,0.9505,0.959336,0.968909,0.8838719999999999,0.798704,0.8433309999999999,0.968167,0.8863719999999999,0.7887460000000001,0.804088,0.972794,0.775071,0.892784,0.8898309999999999,0.95017,0.925528,-99999.0
ACH-000311,0.793138,0.863268,0.729433,0.5394140000000001,0.955005,0.796763,0.986001,0.892566,0.925425,0.985518,0.743506,0.976324,0.965192,0.981048,0.973598,0.6866979999999999,0.8802110000000001,0.977557,-99999.0,0.958575,0.980202,0.966161,0.811001,0.8844639999999999,0.942335,0.3588119999999999,0.938118,0.765513,0.96577,0.980589,0.971191,0.98477,0.979685,0.8866149999999999,0.966728,0.7323029999999999,0.924144,-99999.0,0.985553,0.90243,0.98111,0.919019,0.982342,0.975475,0.985487,0.981316,0.577033,0.8818950000000001,0.974245,-99999.0,0.643849,0.8427020000000001,0.96752,0.8649040000000001,0.984161,0.955242,0.965549,0.779379,0.616819,0.6758609999999999,0.985697,0.588774,0.450438,0.851153,0.982615,0.658141,0.317083,0.742934,0.977857,0.8984709999999999,0.94833
ACH-000315,0.862866,0.960889,0.501762,0.8626950000000001,0.970356,0.7888689999999999,0.638637,0.677295,0.966819,0.97419,-99999.0,0.986108,0.978495,0.899383,0.956621,0.755257,0.74638,0.95375,0.906145,0.987899,0.982834,0.878812,0.92503,0.975653,0.436062,0.965369,0.7856069999999999,0.675912,0.981618,0.940182,0.979276,0.933635,0.362317,0.7430140000000001,0.8679319999999999,0.904444,0.984273,0.565623,0.981618,0.882074,0.948676,0.867598,0.959454,0.833649,0.983525,0.985259,0.6647770000000001,0.938167,0.987299,0.840141,0.7977609999999999,0.985025,0.988669,0.883863,0.976538,0.988642,0.987179,0.962607,0.720585,0.765626,0.973954,0.677092,0.981769,0.808127,0.96524,0.742875,0.637961,0.902133,0.979788,0.978837,-99999.0
ACH-000318,0.879466,-99999.0,0.218136,0.696462,0.984908,-99999.0,0.909872,-99999.0,-99999.0,0.982405,-99999.0,-99999.0,0.977685,0.956134,0.918829,-99999.0,-99999.0,0.966832,0.8873409999999999,-99999.0,0.983485,-99999.0,0.936245,0.916098,0.311228,-99999.0,0.801737,-99999.0,-99999.0,0.823649,-99999.0,0.985512,0.977325,0.930521,0.981534,-99999.0,-99999.0,0.3959789999999999,0.982341,0.743437,0.975585,0.862181,0.966015,0.979535,0.985108,-99999.0,-99999.0,0.984857,0.984051,0.782249,0.165151,0.361533,-99999.0,0.848143,0.983134,0.985319,-99999.0,0.75084,0.792771,-99999.0,0.985666,-99999.0,0.786607,0.631915,0.971809,0.6958850000000001,0.694102,0.956744,0.938299,-99999.0,0.872599
ACH-000319,0.8779889999999999,0.974163,0.778619,0.7974180000000001,0.969015,0.909559,0.8855190000000001,0.963919,0.957762,0.956213,0.222832,0.970319,0.933928,0.808004,0.915204,0.807062,0.801345,0.949309,0.954716,0.984499,0.972565,0.874559,0.963305,0.968232,0.715611,0.96018,0.734169,0.934948,0.959876,0.771714,0.972762,0.965822,0.980699,0.853735,0.979246,0.958744,0.960654,0.59419,0.977913,0.588435,0.97017,0.916711,0.956055,0.950816,0.980547,0.966425,0.7996300000000001,0.979169,0.97443,0.6926979999999999,0.7727,0.987389,0.972457,0.853281,0.877868,0.968489,0.984307,0.935993,0.6954640000000001,0.913368,0.976465,0.8693879999999999,0.933737,0.778473,0.8943270000000001,0.7282,0.801186,0.870381,0.928652,0.938211,-99999.0
ACH-000320,0.886675,0.976115,0.628288,0.798308,0.949894,0.941498,0.972428,0.94457,0.977407,0.989406,0.180079,0.974082,0.989644,0.919841,0.962752,0.784805,0.931456,0.7953180000000001,0.811641,0.970354,0.990237,0.84664,0.791697,0.968156,0.762379,0.937933,0.867088,0.921332,0.963868,0.931185,0.984297,0.964856,0.980201,0.976447,0.974802,0.745476,0.984644,0.24481,0.983899,0.957904,0.946362,0.89036,0.972952,0.948009,0.984766,0.976795,0.729866,0.973172,0.985225,0.603475,0.773414,0.986041,0.983377,0.641077,0.863562,0.981869,0.982329,0.607245,0.51623,0.925336,0.989478,0.7687930000000001,0.520647,0.792345,0.830317,0.453109,0.669041,0.6417579999999999,0.981475,0.926118,-99999.0
ACH-000322,0.839615,0.981267,0.421055,0.793316,0.966018,0.8788799999999999,0.936648,0.95696,0.968186,0.954986,0.979224,0.968854,0.9606,0.967619,0.947568,0.7491270000000001,0.8563350000000001,0.959901,0.772671,0.984359,0.926567,0.935794,0.818162,0.958426,0.680283,0.955143,0.735436,0.8606799999999999,0.983718,0.879767,0.976173,0.980051,0.980718,0.89394,0.946075,0.797013,0.985264,0.267086,0.958312,0.50457,0.977291,0.926047,0.946329,0.958875,0.970145,0.98212,0.772596,0.919809,0.950822,0.84196,0.590993,0.952746,0.98403,-99999.0,0.97202,0.984653,0.970598,0.505278,0.6711600000000001,0.8741270000000001,0.972807,0.7060390000000001,0.262011,0.77005,0.964428,0.434758,0.709182,0.613158,0.973784,0.939955,-99999.0
ACH-000323,0.8542290000000001,0.942155,0.121195,0.8966870000000001,0.930244,0.788309,0.786168,0.8333459999999999,0.961789,0.951717,0.524021,0.982279,0.97858,0.946916,0.952806,0.698276,0.672125,0.920477,-99999.0,0.97899,0.892282,0.901367,0.928911,0.976774,0.980061,0.962839,0.867375,0.702313,0.980487,0.9000670000000001,0.980116,0.975595,0.926243,0.923508,0.968405,0.984885,0.971952,-99999.0,0.983095,0.651767,0.973555,0.863326,0.982382,0.963395,0.968915,0.961462,0.864567,0.8971110000000001,0.9389,-99999.0,0.722521,0.935328,0.963241,0.900541,0.705349,0.953416,0.959338,0.927646,0.4984689999999999,0.768525,0.931508,0.708874,0.92414,0.842558,0.968701,0.553319,0.621155,0.905734,0.980586,0.941326,-99999.0
ACH-000326,0.795028,0.988243,0.056277,0.928571,0.460232,-99999.0,0.951846,-99999.0,0.960552,0.983409,0.412001,0.97417,0.960205,0.7212930000000001,0.938455,-99999.0,-99999.0,0.837543,-99999.0,-99999.0,0.899969,0.842183,0.769026,0.968336,0.538086,0.357306,0.826209,-99999.0,-99999.0,0.931576,0.992568,0.94085,0.97251,0.89287,0.971998,0.7561899999999999,0.990756,-99999.0,0.966548,0.103472,0.780353,0.8195379999999999,0.979478,0.967988,0.981864,0.965565,0.39795,0.984144,0.044751,0.846916,0.886969,-99999.0,0.993041,0.7615460000000001,0.982105,0.934429,-99999.0,0.739801,0.5409930000000001,0.964872,0.8229139999999999,0.639307,0.268408,0.897292,0.898913,0.5400229999999999,0.444062,0.455209,0.927881,-99999.0,0.981863
ACH-000327,0.918711,0.964161,0.848025,0.958625,0.964433,0.8724459999999999,0.748843,0.8632200000000001,0.952957,0.949631,0.576442,0.977159,0.963571,0.957093,0.935367,0.808074,0.844937,0.956978,0.957657,0.98295,0.759564,0.972183,0.726801,0.985832,0.353812,0.98383,0.7166319999999999,0.8237760000000001,0.983289,0.860917,0.984102,0.92666,0.899028,0.956751,0.918846,0.819191,0.978165,0.842562,0.972314,0.971966,0.958558,0.856323,0.905434,0.935122,0.981105,0.988698,0.743246,0.981359,0.983509,0.823256,0.8507290000000001,0.972551,0.974962,0.868834,0.96188,0.954042,0.985828,0.956105,0.740089,0.8750629999999999,0.982476,0.8585200000000001,0.955427,0.771435,0.950421,0.618205,0.579738,0.97007,0.981072,0.977267,0.966239
ACH-000329,0.987018,-99999.0,0.577716,0.796926,0.8537969999999999,-99999.0,0.956934,-99999.0,-99999.0,0.957133,0.988203,-99999.0,0.987018,0.942474,0.988171,-99999.0,-99999.0,0.927375,-99999.0,-99999.0,0.955457,-99999.0,0.979629,-99999.0,0.33436,-99999.0,0.773613,-99999.0,-99999.0,0.8788799999999999,-99999.0,0.98468,0.8747,0.9882,0.980318,0.952844,-99999.0,-99999.0,0.985157,0.62825,0.985167,0.878274,0.962603,0.984225,0.933513,-99999.0,-99999.0,0.8996219999999999,0.985407,-99999.0,0.44231,-99999.0,-99999.0,0.987604,0.978246,0.98574,-99999.0,0.891965,0.868875,-99999.0,0.963144,-99999.0,0.968185,0.7390359999999999,0.987826,0.72612,0.705129,0.985948,0.983663,-99999.0,-99999.0
ACH-000330,0.8382379999999999,0.760509,0.6476930000000001,0.831017,0.933694,0.81101,0.918813,0.788078,0.929198,0.929385,0.491022,0.95806,0.953655,0.88549,0.936149,0.706733,0.870482,0.984887,-99999.0,0.931388,0.95161,0.855208,0.655496,0.969176,0.480459,0.965565,0.634705,0.7566430000000001,0.944525,0.890609,0.963092,0.953423,0.857447,0.911998,0.88481,0.892021,0.965317,-99999.0,0.970274,0.726661,0.911716,0.784729,0.829327,0.947925,0.954292,0.973282,0.8062159999999999,0.976454,0.910686,-99999.0,0.7986770000000001,0.762308,0.969554,0.537287,0.950627,0.964909,0.976913,0.968401,0.790409,0.7189300000000001,0.976723,0.879443,0.966774,0.391491,0.851183,0.7183350000000001,0.693296,0.934631,0.975189,0.957752,-99999.0
ACH-000332,0.8738229999999999,0.913416,0.563044,0.983527,0.948875,0.954629,0.975434,0.931482,0.922188,0.96721,0.7280310000000001,0.980853,0.958582,0.964861,0.973195,0.812184,0.8140649999999999,0.980952,-99999.0,0.981001,0.972135,0.973231,0.927287,0.960081,0.910414,0.973592,0.812344,0.943372,0.980736,0.96728,0.97191,0.956626,0.961787,0.949914,0.969319,0.966311,0.972267,-99999.0,0.984622,0.830111,0.982724,0.8932399999999999,0.979903,0.982617,0.980251,0.939389,0.7560439999999999,0.983527,0.963149,-99999.0,0.8924780000000001,0.967592,0.977537,0.8669520000000001,0.981075,0.958035,0.97849,0.928384,0.7164010000000001,0.8620620000000001,0.978404,0.760522,0.94262,0.81899,0.983453,0.610981,0.926803,0.961393,0.982797,0.970596,-99999.0
ACH-000334,0.797829,0.991702,0.4396609999999999,0.8992760000000001,0.938871,0.923973,0.972706,0.990151,0.985832,0.977961,0.138293,0.990151,0.897231,0.78671,0.909456,0.6937909999999999,0.756396,0.8937620000000001,0.977583,0.99015,-99999.0,0.881116,0.7769520000000001,0.94189,0.436346,0.932757,0.762807,0.832467,0.990151,0.730092,0.986888,0.932619,0.966033,0.819932,0.970369,0.724882,0.979734,0.700253,0.973184,0.6988850000000001,0.81515,0.8303780000000001,0.960718,0.8583299999999999,0.96291,0.990079,0.557453,0.916578,0.862202,0.980882,0.801859,0.83652,0.979426,0.675605,0.8907950000000001,0.973278,0.980643,0.963421,0.3804599999999999,0.961376,0.974541,0.4893729999999999,0.985247,0.545669,0.82034,0.641429,0.486263,0.8992709999999999,0.950569,0.929813,-99999.0
ACH-000335,0.95309,0.97605,0.845208,0.961969,0.967342,0.934548,0.989918,0.890932,0.904251,0.982113,0.613219,0.932888,0.989256,0.989567,0.887567,0.838743,0.8442700000000001,0.953032,0.960297,0.923266,0.989918,0.910373,0.989755,0.927886,0.8201639999999999,0.919036,0.8728540000000001,0.897191,0.954007,0.494676,0.977432,0.989892,0.989918,0.975463,0.987474,0.9863,0.965755,0.891322,0.98815,0.989918,0.989839,0.989534,0.984366,0.985629,0.980708,0.956617,0.898314,0.989854,0.979512,0.916045,0.741413,0.973618,0.975285,0.986919,0.986632,0.953851,0.977176,0.889488,0.5616260000000001,0.8849889999999999,0.989262,0.676253,0.897517,0.776492,0.984751,0.682218,0.952881,0.962431,0.985404,0.931993,0.975974
ACH-000336,0.8107800000000001,0.922051,0.415245,0.945258,0.899049,0.916978,0.951668,0.902753,0.971035,0.98864,0.366582,0.988197,0.987637,0.828722,0.937784,0.668381,0.826876,0.8695149999999999,0.988695,0.988162,0.967108,0.7843640000000001,0.793018,0.988211,0.236354,0.788733,0.797636,0.806118,0.943784,0.7724979999999999,0.931177,0.905298,0.93192,0.53017,0.772518,0.562963,0.966136,0.833982,0.988538,0.906844,0.8624280000000001,0.826951,0.969951,0.979173,0.988471,0.987866,0.608197,0.988655,0.919318,0.953068,0.8264469999999999,0.8656940000000001,0.952105,0.505257,0.986332,0.979549,0.980187,0.253173,0.588992,0.665799,0.988484,0.6479090000000001,0.204419,0.868345,0.786808,0.795303,0.4359369999999999,0.613,0.979397,0.947595,0.7495729999999999
ACH-000337,0.872704,0.8945049999999999,0.822155,0.722224,0.954914,0.8458030000000001,0.939776,0.8975129999999999,0.983479,0.982743,0.371454,0.978009,0.98016,0.971141,0.903414,0.656931,0.8940870000000001,0.952999,-99999.0,0.979425,0.984625,0.951386,0.738657,0.978915,0.495659,0.96997,0.83334,0.82581,0.973454,-99999.0,0.979351,0.980441,0.954751,0.933491,0.93759,0.6290279999999999,0.976149,-99999.0,0.981099,0.824216,0.925413,0.901441,0.984622,0.975535,0.980774,0.981194,0.6983689999999999,0.988051,0.966023,-99999.0,0.8345799999999999,0.905765,0.977733,0.736089,0.978751,0.960481,0.975614,0.942742,0.571023,0.701064,0.981197,0.684233,0.677616,0.6739539999999999,0.919883,0.607474,0.49601,0.825306,0.978191,0.942782,-99999.0
ACH-000338,0.759834,0.9622,0.73261,0.713765,0.8690629999999999,0.8504219999999999,0.8627879999999999,0.911879,0.975059,0.966781,0.043866,0.984452,0.961534,0.782671,0.986765,0.589915,0.857466,0.8147310000000001,0.915571,0.989687,0.920158,0.8013359999999999,0.7986270000000001,0.992397,0.183387,0.992505,0.51212,0.739188,0.953811,0.181965,0.976567,0.275974,0.896598,0.70744,0.823701,0.480441,0.971558,0.498816,0.969352,0.793107,0.702309,0.772899,0.921349,0.916688,0.926242,0.993683,0.442427,0.980912,0.981555,0.077423,0.449213,0.8928,0.980999,0.37576,0.91822,0.914357,0.989822,0.912483,0.264664,0.8606209999999999,0.960587,0.350861,0.957444,0.671172,0.738005,0.614749,0.423097,0.954828,0.936252,0.96789,0.767204
ACH-000341,0.838949,0.878336,0.629922,0.981011,0.901418,0.922941,0.960007,0.932068,0.96423,0.985539,0.5647,0.965892,0.984653,0.975222,0.974045,0.674934,0.795745,0.941053,0.890532,0.973911,0.968136,-99999.0,0.90105,0.970636,0.5493680000000001,-99999.0,0.775425,0.8348399999999999,0.975914,0.928144,-99999.0,0.975315,0.986177,0.973294,0.968031,0.8633649999999999,-99999.0,0.865017,0.986806,0.987308,0.989353,0.901128,0.95604,0.966126,0.987219,-99999.0,0.6641819999999999,0.957509,0.982078,0.9005040000000001,0.681767,0.989399,-99999.0,0.410627,0.905923,0.975984,0.975836,0.902231,0.824498,0.798371,0.979487,-99999.0,0.749003,0.445292,0.988751,0.58553,0.734527,0.874129,0.986974,0.97322,-99999.0
ACH-000343,0.8853049999999999,0.969452,0.466841,0.8314010000000001,-99999.0,0.965533,0.890223,0.979166,0.944015,0.948673,0.422016,0.981142,0.957538,0.970218,0.955898,0.8092600000000001,0.944672,0.944026,-99999.0,0.981298,0.916713,0.922048,0.8307709999999999,0.96418,0.341738,0.981143,0.784434,0.976561,0.969319,0.929933,0.965722,0.950785,0.978536,0.925774,0.971148,0.7452810000000001,0.970291,-99999.0,0.962828,0.540354,0.969638,0.866942,0.969208,0.960902,0.976388,0.983157,0.803554,0.982822,0.985347,-99999.0,0.76803,0.941217,0.973167,0.824515,0.979414,0.971429,0.984301,0.932247,0.890661,0.951568,0.983046,0.835566,0.967864,0.6315890000000001,0.958417,0.777786,0.6679,0.8963200000000001,0.950221,0.967801,-99999.0
ACH-000345,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.734225,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.843374,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.637266,-99999.0,0.849218,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
ACH-000346,0.746487,0.900285,0.51886,0.963352,0.8708899999999999,0.798473,0.857621,0.878555,0.82575,0.981651,0.329694,0.986432,0.961801,0.94303,0.978297,0.5837720000000001,0.795589,0.716275,0.982787,0.985254,0.950274,0.783438,0.783177,0.944517,0.89717,0.895015,0.852324,0.707638,0.961015,0.802581,0.94255,0.980784,0.984238,0.580449,0.984281,0.979099,-99999.0,0.956629,0.981101,0.982405,0.924709,0.847153,0.982468,0.880307,0.983217,0.932988,0.357878,0.97093,0.898753,0.970877,0.7029449999999999,0.763012,0.985289,0.8699370000000001,0.928999,0.941322,0.983029,0.8791370000000001,0.355702,0.7772020000000001,0.983805,0.458668,0.8289780000000001,0.732688,0.966864,0.4819279999999999,0.381924,0.816782,0.973921,0.94601,-99999.0
ACH-000347,0.94093,0.975266,0.4755069999999999,-99999.0,0.952041,-99999.0,0.980496,-99999.0,0.979134,0.974208,0.44256,-99999.0,0.972458,0.900815,0.952421,-99999.0,-99999.0,0.951707,-99999.0,-99999.0,0.969302,0.939825,0.97082,-99999.0,0.5295770000000001,0.613698,0.8221569999999999,-99999.0,-99999.0,0.901438,0.951527,0.944674,0.944757,0.779087,0.949402,0.939905,0.95302,-99999.0,0.971781,-99999.0,0.938058,0.898435,0.97387,0.967388,0.969843,0.956887,-99999.0,0.951674,0.975051,-99999.0,0.8190029999999999,-99999.0,0.959595,0.8537399999999999,0.976211,0.974526,-99999.0,0.792183,0.920754,0.965739,0.975225,0.895264,-99999.0,0.7018770000000001,0.8480209999999999,0.8337610000000001,0.8813540000000001,0.747916,0.967532,-99999.0,0.948775
ACH-000348,0.892719,0.967703,-99999.0,0.84426,0.97158,0.8431559999999999,0.8966790000000001,0.8472430000000001,0.967195,0.986081,-99999.0,0.961247,0.986711,0.965672,0.945882,0.709994,0.8624860000000001,0.83224,-99999.0,0.985323,0.978299,0.7744439999999999,0.795755,0.975791,0.7224619999999999,0.830968,0.756265,0.840192,0.987616,0.69311,0.955852,0.8746649999999999,0.926814,0.932354,0.839512,0.712963,0.983977,-99999.0,0.951867,0.812779,0.95528,0.857635,0.975877,0.986711,0.976225,0.967528,0.586396,0.968359,0.984193,-99999.0,0.755282,0.903895,0.981253,0.4201899999999999,0.923125,0.974995,0.967527,0.867426,0.559566,0.813755,0.985291,0.595742,0.8684709999999999,0.651824,0.927643,0.678623,0.515586,0.8797790000000001,0.988193,0.8955649999999999,0.929535
ACH-000349,0.810022,0.985287,0.450694,0.8755350000000001,0.936535,0.96338,0.953447,0.986838,0.987323,0.970008,0.438158,-99999.0,0.976359,0.981156,0.943847,0.892941,0.860807,0.988097,-99999.0,0.968713,0.889136,0.8684040000000001,0.923884,0.974033,0.8833620000000001,0.943677,0.680987,0.964951,0.987944,0.8943700000000001,0.982122,0.98825,0.962053,0.976984,0.988237,0.937444,0.984941,-99999.0,0.980389,0.8723350000000001,0.94843,0.877081,0.819693,0.983941,0.967064,0.987846,0.8550719999999999,0.985767,0.906391,0.940473,0.8387479999999999,0.994372,0.98552,0.6692940000000001,0.879239,0.985226,0.971862,0.970458,0.757273,0.975768,0.982831,0.8530559999999999,0.955494,0.582343,0.95114,0.876187,0.770339,0.94075,0.981044,0.979697,-99999.0
ACH-000350,0.84772,0.958963,0.938226,0.905445,0.980593,0.954897,0.986402,0.917495,0.846305,0.961436,0.6408729999999999,0.944161,0.980605,0.957034,0.988444,0.875236,0.8033710000000001,0.970142,-99999.0,0.967882,0.960656,0.869259,0.799589,0.882531,0.932567,0.951262,0.727454,0.9446,0.967553,0.983309,0.958004,0.984755,0.984445,0.954762,0.986866,0.98512,0.958027,-99999.0,0.986248,0.77989,0.986157,0.8832909999999999,0.984978,0.983978,0.984154,0.921129,0.845807,0.985076,0.974562,-99999.0,0.851505,0.97808,0.951644,0.914631,0.983878,0.954825,0.944488,0.648953,0.89789,0.921528,0.982236,0.921687,0.6997979999999999,0.710971,0.986494,0.802984,0.965024,0.755023,0.987828,0.893324,-99999.0
ACH-000351,0.791516,0.83216,0.726805,0.7581180000000001,0.939728,0.852672,0.975953,0.8771479999999999,0.8444200000000001,0.97859,0.53338,0.957423,0.971658,0.970525,0.983024,0.714593,0.770818,0.943365,-99999.0,0.97751,0.972316,0.835807,0.80324,0.916932,0.464622,0.924021,0.7518729999999999,0.823577,0.964874,0.888442,0.975982,0.952719,0.964568,0.787836,0.96597,0.924642,0.9726,-99999.0,0.983527,0.729123,0.973803,0.953934,0.907718,0.872217,0.984113,0.976112,0.6093,0.959341,0.982699,-99999.0,0.793905,0.963415,0.970591,0.786041,0.948291,0.960229,0.979803,0.8821469999999999,0.793461,0.6672,0.981378,0.8421620000000001,0.946976,0.5867359999999999,0.977868,0.588928,0.8448469999999999,0.938763,0.947145,0.918705,-99999.0
ACH-000352,0.858498,0.987942,0.966039,0.912808,0.922114,0.982856,0.981617,0.982173,0.968056,0.98441,0.406993,0.97584,0.986365,0.977359,0.974341,0.8969219999999999,0.885383,0.98748,-99999.0,0.982954,0.980819,0.960737,0.966968,0.972331,0.95907,0.974774,0.755192,0.978082,0.983414,0.955404,0.976143,0.987364,0.987668,0.932103,0.981935,0.990173,0.968188,-99999.0,0.982969,0.974045,0.9736,0.893232,0.95872,0.972474,0.981561,0.982631,0.84195,0.957677,0.8331290000000001,-99999.0,0.782171,0.966138,0.967898,0.8486389999999999,0.837103,0.962812,0.961102,0.905274,0.888518,0.979505,0.985869,0.940876,0.974515,0.559609,0.973828,0.5466340000000001,0.919997,0.94997,0.981244,0.964144,0.954687
ACH-000353,0.444443,0.944664,0.525859,0.6148680000000001,0.981031,-99999.0,0.934171,-99999.0,0.5851350000000001,0.941916,0.364931,0.985394,0.960645,0.8480850000000001,0.916527,-99999.0,-99999.0,0.90955,0.80584,-99999.0,0.971844,0.837741,0.572218,0.8774639999999999,0.665299,0.8821190000000001,0.70944,-99999.0,-99999.0,0.972986,0.983427,0.972553,0.869078,0.939844,0.930907,0.981345,0.983015,-99999.0,0.976019,0.560211,0.911079,0.761848,0.953999,0.919857,0.976976,0.96678,0.658457,0.979349,0.982355,0.740748,0.701521,0.271795,0.980223,0.622764,0.979177,0.979946,-99999.0,0.8941479999999999,0.679614,0.746294,0.981575,0.455559,0.8392780000000001,0.757529,0.969843,0.641597,0.67657,0.937155,0.644609,-99999.0,-99999.0
ACH-000354,0.8301219999999999,0.954167,0.656729,0.859851,0.927036,0.953482,0.981948,0.913992,0.902563,0.984119,0.6930109999999999,0.977444,0.982779,0.976685,0.969456,0.741456,0.8464870000000001,0.882934,-99999.0,0.971922,0.931695,0.8817860000000001,0.746939,0.89571,0.745308,0.974215,0.7875949999999999,0.916742,0.965929,0.98182,0.976744,-99999.0,0.966363,0.95554,0.957075,0.908026,0.967961,-99999.0,0.973678,0.8012020000000001,0.984195,0.966097,0.984195,0.951775,0.983994,0.975688,0.66494,0.959972,0.983961,-99999.0,0.910392,0.953176,0.977891,0.873711,0.96716,0.970308,0.964768,0.985157,0.763817,0.886985,0.984746,0.692214,0.704194,0.7812439999999999,0.982123,0.907009,0.66322,0.749835,0.984091,0.90967,0.939106
ACH-000355,0.8516090000000001,0.969578,0.358556,0.980811,0.947132,0.964313,0.931669,0.993511,0.977203,0.980453,0.544968,0.994004,0.95847,0.968873,0.917538,0.77508,0.883812,0.873141,0.912544,0.993976,0.971263,0.8751389999999999,0.946324,0.965077,0.594301,0.959594,0.8645450000000001,0.92704,0.988138,0.973207,0.975711,0.915021,0.973063,0.94819,0.968621,0.814099,0.988208,0.579633,0.967141,0.984268,0.97776,0.880381,0.970467,0.8271850000000001,0.984153,0.991637,0.615154,0.974082,0.975165,0.914679,0.778396,0.906392,0.977392,0.964393,0.97592,0.942955,0.992864,0.974234,0.88556,0.959724,0.98035,0.50775,0.99628,0.856806,0.942167,0.546061,0.551942,0.933721,0.981089,0.968467,0.960193
ACH-000356,0.876697,0.926276,0.570923,0.891755,0.916925,0.8345610000000001,0.960707,0.919261,0.985425,0.980941,0.865524,0.982091,0.976172,0.980439,0.987502,0.740629,0.8924479999999999,0.949049,-99999.0,0.981601,0.941856,0.844067,0.452987,0.982077,0.896639,0.959627,0.714866,0.775039,0.963951,0.967442,0.977862,0.978223,0.956006,0.902313,0.932355,0.888018,0.962696,-99999.0,0.984009,0.871138,0.975811,0.952415,0.915121,0.965951,0.979785,0.981412,0.580868,0.971259,0.93392,-99999.0,0.699476,0.907921,0.978217,0.8101119999999999,0.97859,0.975533,0.345377,0.8880610000000001,0.6884520000000001,0.793254,0.978617,0.662165,0.583124,0.828248,0.977829,0.508096,0.755668,0.804128,0.97917,0.973519,-99999.0
